Problem no : 4
Source:  (90.363833000000000, 23.834144999999999)
Destination:  (90.378360000000001, 23.756930000000001)
Step 185 Time : 25 : 7. Cost: 1.127674082832700৳ . Ride Car from (90.359601999999995, 23.790203000000002) to (90.359792999999996, 23.789726999999999)
Step 186 Time : 25 : 8. Cost: 0.730055963926131৳ . Ride Car from (90.359792999999996, 23.789726999999999) to (90.359893999999997, 23.789411999999999)
Step 187 Time : 25 : 9. Cost: 0.449453289067193৳ . Ride Car from (90.359893999999997, 23.789411999999999) to (90.359900999999994, 23.789210000000001)
Step 188 Time : 25 : 10. Cost: 0.810423212167054৳ . Ride Car from (90.359900999999994, 23.789210000000001) to (90.359775999999997, 23.788864000000000)
Step 189 Time : 25 : 11. Cost: 0.105401574181602৳ . Ride Car from (90.359775999999997, 23.788864000000000) to (90.359752000000000, 23.788822000000000)
Step 190 Time : 25 : 12. Cost: 1.336688492850395৳ . Ride Car from (90.359752000000000, 23.788822000000000) to (90.359742999999995, 23.788221000000000)
Step 191 Time : 25 : 13. Cost: 1.218901955555945৳ . Ride Car from (90.359742999999995, 23.788221000000000) to (90.359753999999995, 23.787673000000002)
Step 192 Time : 25 : 14. Cost: 2.737789265304134৳ . Ride Car from (90.359753999999995, 23.787673000000002) to (90.359769000000000, 23.786442000000001)
Step 193 Time : 25 : 15. Cost: 2.366543917183093৳ . Ride Car from (90.359769000000000, 23.786442000000001) to (90.359787999999995, 23.785378000000001)
Step 194 Time : 25 : 16. Cost: 0.120107761757671৳ . Ride Car from (90.359787999999995, 23.785378000000001) to (90.359789000000006, 23.785323999999999)
Step 195 Time : 25 : 17. Cost: 1.553914384176191৳ . Ride Car from (90.359789000000006, 23.785323999999999) to (90.359824000000003, 23.784625999999999)
Step 196 Time : 25 : 18. Cost: 1.625233607555886৳ . Ride Car from (90.359824000000003, 23.784625999999999) to (90.359644000000003, 23.783913999999999)
Step 197 Time : 25 : 19. Cost: 1.519087643189720৳ . Ride Car from (90.359644000000003, 23.783913999999999) to (90.359655000000004, 23.783231000000001)
Step 198 Time : 25 : 20. Cost: 1.002740812084429৳ . Ride Car from (90.359655000000004, 23.783231000000001) to (90.359685999999996, 23.782781000000000)
Step 199 Time : 25 : 21. Cost: 1.322827948732490৳ . Ride Car from (90.359685999999996, 23.782781000000000) to (90.359879000000006, 23.782212999999999)
Step 200 Time : 25 : 22. Cost: 0.823579222216294৳ . Ride Car from (90.359879000000006, 23.782212999999999) to (90.360071000000005, 23.781887000000001)
Step 201 Time : 25 : 23. Cost: 0.462392236358881৳ . Ride Car from (90.360071000000005, 23.781887000000001) to (90.360298000000000, 23.781896000000000)
Step 202 Time : 25 : 24. Cost: 0.815633057424349৳ . Ride Car from (90.360298000000000, 23.781896000000000) to (90.360380000000006, 23.781537000000000)
Step 203 Time : 25 : 25. Cost: 0.419358936624734৳ . Ride Car from (90.360380000000006, 23.781537000000000) to (90.360395999999994, 23.781348999999999)
Step 204 Time : 25 : 26. Cost: 0.562844009235833৳ . Ride Car from (90.360395999999994, 23.781348999999999) to (90.360461000000001, 23.781103000000002)
Step 205 Time : 25 : 27. Cost: 0.343373340061902৳ . Ride Car from (90.360461000000001, 23.781103000000002) to (90.360500999999999, 23.780953000000000)
Step 206 Time : 25 : 28. Cost: 0.073003289366603৳ . Ride Car from (90.360500999999999, 23.780953000000000) to (90.360508999999993, 23.780920999999999)
Step 207 Time : 25 : 29. Cost: 0.742163953363253৳ . Ride Car from (90.360508999999993, 23.780920999999999) to (90.360545999999999, 23.780588999999999)
Step 208 Time : 25 : 30. Cost: 0.216494318319938৳ . Ride Car from (90.360545999999999, 23.780588999999999) to (90.360555000000005, 23.780491999999999)
Step 209 Time : 25 : 31. Cost: 0.940853052461155৳ . Ride Car from (90.360555000000005, 23.780491999999999) to (90.360633000000007, 23.780075000000000)
Step 210 Time : 25 : 32. Cost: 0.513541727630430৳ . Ride Car from (90.360633000000007, 23.780075000000000) to (90.360673000000006, 23.779847000000000)
Step 211 Time : 25 : 33. Cost: 0.961485741535014৳ . Ride Car from (90.360673000000006, 23.779847000000000) to (90.361142999999998, 23.779890999999999)
Step 212 Time : 25 : 34. Cost: 1.429428969895431৳ . Ride Car from (90.361142999999998, 23.779890999999999) to (90.361208000000005, 23.779250999999999)
Step 213 Time : 25 : 35. Cost: 1.342027417811731৳ . Ride Car from (90.361208000000005, 23.779250999999999) to (90.361288000000002, 23.778652000000001)
Step 214 Time : 25 : 36. Cost: 1.716198423110107৳ . Ride Car from (90.361288000000002, 23.778652000000001) to (90.361380999999994, 23.777885000000001)
Step 215 Time : 25 : 37. Cost: 0.999628443138095৳ . Ride Car from (90.361380999999994, 23.777885000000001) to (90.361796999999996, 23.777646000000001)
Step 216 Time : 25 : 38. Cost: 0.170782089495390৳ . Ride Car from (90.361796999999996, 23.777646000000001) to (90.361864999999995, 23.777601000000001)
Step 217 Time : 25 : 39. Cost: 1.453950056302569৳ . Ride Car from (90.361864999999995, 23.777601000000001) to (90.362443999999996, 23.777218000000001)
Step 218 Time : 25 : 40. Cost: 0.184244920880957৳ . Ride Car from (90.362443999999996, 23.777218000000001) to (90.362516999999997, 23.777169000000001)
Step 219 Time : 25 : 41. Cost: 0.965570498677274৳ . Ride Car from (90.362516999999997, 23.777169000000001) to (90.362900999999994, 23.776914000000001)
Step 220 Time : 25 : 42. Cost: 0.684781278974888৳ . Ride Car from (90.362900999999994, 23.776914000000001) to (90.363174000000001, 23.776734000000001)
Step 221 Time : 25 : 43. Cost: 0.613499974446491৳ . Ride Car from (90.363174000000001, 23.776734000000001) to (90.363417999999996, 23.776572000000002)
Step 222 Time : 25 : 44. Cost: 1.142605900442353৳ . Ride Car from (90.363417999999996, 23.776572000000002) to (90.363872999999998, 23.776271000000001)
Step 223 Time : 25 : 45. Cost: 0.202014844214293৳ . Ride Car from (90.363872999999998, 23.776271000000001) to (90.363951999999998, 23.776216000000002)
Step 224 Time : 25 : 46. Cost: 2.881621846699973৳ . Ride Car from (90.363951999999998, 23.776216000000002) to (90.365076000000002, 23.775428000000002)
Step 225 Time : 25 : 47. Cost: 0.141130051330454৳ . Ride Car from (90.365076000000002, 23.775428000000002) to (90.365127000000001, 23.775385000000000)
Step 226 Time : 25 : 48. Cost: 1.549459606816510৳ . Ride Car from (90.365127000000001, 23.775385000000000) to  Kalyan Pur (90.365684999999999, 23.774910999999999)
Step 227 Time : 25 : 49. Cost: 0.951894166751937৳ . Ride Car from  Kalyan Pur(90.365684999999999, 23.774910999999999) to (90.366028000000000, 23.774619999999999)
Step 228 Time : 25 : 50. Cost: 0.105510124019060৳ . Ride Car from (90.366028000000000, 23.774619999999999) to (90.366062999999997, 23.774584999999998)
Step 229 Time : 25 : 51. Cost: 3.108300678941267৳ . Ride Car from (90.366062999999997, 23.774584999999998) to (90.367092999999997, 23.773553000000000)
Step 230 Time : 25 : 52. Cost: 0.452870483160978৳ . Ride Car from (90.367092999999997, 23.773553000000000) to (90.367186000000004, 23.773368000000001)
Step 231 Time : 25 : 53. Cost: 0.752417379762045৳ . Ride Car from (90.367186000000004, 23.773368000000001) to (90.367339000000001, 23.773060000000001)
Step 232 Time : 25 : 54. Cost: 0.459783399714299৳ . Ride Car from (90.367339000000001, 23.773060000000001) to (90.367433000000005, 23.772872000000000)
Step 233 Time : 25 : 55. Cost: 2.658756670369581৳ . Ride Car from (90.367433000000005, 23.772872000000000) to (90.367890000000003, 23.771751999999999)
Step 234 Time : 25 : 56. Cost: 1.453022769714591৳ . Ride Car from (90.367890000000003, 23.771751999999999) to (90.368139999999997, 23.771139999999999)
Step 235 Time : 25 : 57. Cost: 1.152781547249540৳ . Ride Car from (90.368139999999997, 23.771139999999999) to (90.368330999999998, 23.770651999999998)
Step 236 Time : 25 : 58. Cost: 0.103788323356267৳ . Ride Car from (90.368330999999998, 23.770651999999998) to (90.368347999999997, 23.770607999999999)
Step 237 Time : 25 : 59. Cost: 1.062929080946560৳ . Ride Car from (90.368347999999997, 23.770607999999999) to (90.368523999999994, 23.770157999999999)
Step 238 Time : 26 : 0. Cost: 1.446023698693160৳ . Ride Car from (90.368523999999994, 23.770157999999999) to (90.368763999999999, 23.769545999999998)
Step 239 Time : 26 : 1. Cost: 2.001171355896795৳ . Ride Car from (90.368763999999999, 23.769545999999998) to (90.369095999999999, 23.768699000000002)
Step 240 Time : 26 : 2. Cost: 1.410502871436149৳ . Ride Car from (90.369095999999999, 23.768699000000002) to (90.369330000000005, 23.768101999999999)
Step 241 Time : 26 : 3. Cost: 1.587429976681974৳ . Ride Car from (90.369330000000005, 23.768101999999999) to (90.369592999999995, 23.767430000000001)
Step 242 Time : 26 : 4. Cost: 4.250607820104062৳ . Ride Car from (90.369592999999995, 23.767430000000001) to (90.370283000000001, 23.765626000000001)
Step 243 Time : 26 : 5. Cost: 2.694462710237967৳ . Ride Car from (90.370283000000001, 23.765626000000001) to (90.370718999999994, 23.764482000000001)
Step 244 Time : 26 : 6. Cost: 0.816463935876333৳ . Ride Car from (90.370718999999994, 23.764482000000001) to (90.370873000000003, 23.764143000000001)
Step 245 Time : 26 : 7. Cost: 1.228558245635774৳ . Ride Car from (90.370873000000003, 23.764143000000001) to  Shamoli (90.371105000000000, 23.763632999999999)
Step 246 Time : 26 : 8. Cost: 4.157762771022852৳ . Ride Car from  Shamoli(90.371105000000000, 23.763632999999999) to (90.372007999999994, 23.761956000000001)
Step 247 Time : 26 : 9. Cost: 3.051455546416786৳ . Ride Car from (90.372007999999994, 23.761956000000001) to (90.372719000000004, 23.760748000000000)
Step 248 Time : 26 : 10. Cost: 1.607206499563441৳ . Ride Car from (90.372719000000004, 23.760748000000000) to  Sisumela (90.373093999999995, 23.760111999999999)
Step 249 Time : 26 : 11. Cost: 0.855820929773244৳ . Ride Car from  Sisumela(90.373093999999995, 23.760111999999999) to (90.373293000000004, 23.759772999999999)
Step 250 Time : 26 : 12. Cost: 1.311531609416545৳ . Ride Car from (90.373293000000004, 23.759772999999999) to (90.373604999999998, 23.759257000000002)
Step 251 Time : 26 : 13. Cost: 0.068308269502389৳ . Ride Car from (90.373604999999998, 23.759257000000002) to (90.373621000000000, 23.759229999999999)
Step 252 Time : 26 : 14. Cost: 0.672373394951269৳ . Ride Car from (90.373621000000000, 23.759229999999999) to (90.373782000000006, 23.758966000000001)
Step 253 Time : 26 : 15. Cost: 0.726020180497950৳ . Ride Car from (90.373782000000006, 23.758966000000001) to (90.373953999999998, 23.758679999999998)
Step 254 Time : 26 : 16. Cost: 0.794353529169079৳ . Ride Car from (90.373953999999998, 23.758679999999998) to (90.374144000000001, 23.758368000000001)
Step 255 Time : 26 : 17. Cost: 0.650890232130007৳ . Ride Car from (90.374144000000001, 23.758368000000001) to (90.374298999999993, 23.758112000000001)
Step 256 Time : 26 : 18. Cost: 1.672599733305755৳ . Ride Car from (90.374298999999993, 23.758112000000001) to (90.374696999999998, 23.757453999999999)
Step 257 Time : 26 : 19. Cost: 0.071237517729584৳ . Ride Car from (90.374696999999998, 23.757453999999999) to (90.374713999999997, 23.757425999999999)
Step 258 Time : 26 : 20. Cost: 1.337895373911667৳ . Ride Car from (90.374713999999997, 23.757425999999999) to (90.375033000000002, 23.756900000000002)
Step 259 Time : 26 : 21. Cost: 1.075385673162703৳ . Ride Car from (90.375033000000002, 23.756900000000002) to  Asad Gate (90.375288999999995, 23.756477000000000)
Step 260 Time : 26 : 22. Cost: 1.212984839094403৳ . Ride Car from  Asad Gate(90.375288999999995, 23.756477000000000) to (90.375578000000004, 23.756000000000000)
Step 261 Time : 26 : 23. Cost: 0.763120116616946৳ . Ride Car from (90.375578000000004, 23.756000000000000) to (90.375760000000000, 23.755700000000001)
Step 262 Time : 26 : 24. Cost: 1.998221207251987৳ . Ride Car from (90.375760000000000, 23.755700000000001) to (90.376732000000004, 23.755825999999999)
Step 263 Time : 26 : 25. Cost: 0.993236967262156৳ . Ride Car from (90.376732000000004, 23.755825999999999) to (90.376670000000004, 23.756269000000000)
Step 264 Time : 26 : 26. Cost: 0.619877953720326৳ . Ride Car from (90.376670000000004, 23.756269000000000) to (90.376579000000007, 23.756535000000000)
Step 265 Time : 26 : 27. Cost: 0.638480233815302৳ . Ride Car from (90.376579000000007, 23.756535000000000) to (90.376851000000002, 23.756678000000001)
Step 266 Time : 26 : 28. Cost: 0.064780501498551৳ . Ride Car from (90.376851000000002, 23.756678000000001) to (90.376880000000000, 23.756689999999999)
Step 267 Time : 26 : 29. Cost: 1.008627992588192৳ . Ride Car from (90.376880000000000, 23.756689999999999) to (90.377364999999998, 23.756782999999999)
Step 268 Time : 26 : 30. Cost: 2.042746146497245৳ . Ride Car from (90.377364999999998, 23.756782999999999) to (90.378355999999997, 23.756927999999998)
Step 269 Time : 26 : 31. Cost: 0৳ .  Walk from  (90.378355999999997, 23.756927999999998) to Destination  (90.378360000000001, 23.756930000000001)
