
Problem no : 6
Source:  (90.370000000000005, 23.789999999999999)
Destination:  (90.450000000000003, 23.750000000000000)
Step 183 Time : 18 : 55. Cost: 0.307586594022166৳ . Ride Car from (90.423052999999996, 23.744083000000000) to (90.423199999999994, 23.744115000000001)
Step 184 Time : 18 : 56. Cost: 0.691378325461416৳ . Ride Car from (90.423199999999994, 23.744115000000001) to (90.423539000000005, 23.744133999999999)
Step 185 Time : 18 : 57. Cost: 1.351738454046718৳ . Ride Car from (90.423539000000005, 23.744133999999999) to (90.424203000000006, 23.744140000000002)
Step 186 Time : 18 : 58. Cost: 0.171542410609530৳ . Ride Car from (90.424203000000006, 23.744140000000002) to (90.424198000000004, 23.744063000000001)
Step 187 Time : 18 : 59. Cost: 1.012962670332533৳ . Ride Car from (90.424198000000004, 23.744063000000001) to (90.424689000000001, 23.744136999999998)
Step 188 Time : 19 : 0. Cost: 0.737026655647691৳ . Ride Car from (90.424689000000001, 23.744136999999998) to (90.425050999999996, 23.744130999999999)
Step 189 Time : 19 : 1. Cost: 0.091736631094957৳ . Ride Car from (90.425050999999996, 23.744130999999999) to (90.425090999999995, 23.744150000000001)
Step 190 Time : 19 : 2. Cost: 0.149394081517078৳ . Ride Car from (90.425090999999995, 23.744150000000001) to (90.425162000000000, 23.744167000000001)
Step 191 Time : 19 : 3. Cost: 0.368623227982275৳ . Ride Car from (90.425162000000000, 23.744167000000001) to (90.425337999999996, 23.744205999999998)
Step 192 Time : 19 : 4. Cost: 0.417314263213313৳ . Ride Car from (90.425337999999996, 23.744205999999998) to (90.425543000000005, 23.744205000000001)
Step 193 Time : 19 : 5. Cost: 0.474353477131444৳ . Ride Car from (90.425543000000005, 23.744205000000001) to (90.425775999999999, 23.744202000000001)
Step 194 Time : 19 : 6. Cost: 0.325868959021366৳ . Ride Car from (90.425775999999999, 23.744202000000001) to (90.425934999999996, 23.744185000000002)
Step 195 Time : 19 : 7. Cost: 0.946879951990801৳ . Ride Car from (90.425934999999996, 23.744185000000002) to (90.426394000000002, 23.744254000000002)
Step 196 Time : 19 : 8. Cost: 0.531953080927111৳ . Ride Car from (90.426394000000002, 23.744254000000002) to (90.426652000000004, 23.744292000000002)
Step 197 Time : 19 : 9. Cost: 0.300234116154612৳ . Ride Car from (90.426652000000004, 23.744292000000002) to (90.426788999999999, 23.744342000000000)
Step 198 Time : 19 : 10. Cost: 0.194042796086350৳ . Ride Car from (90.426788999999999, 23.744342000000000) to (90.426862999999997, 23.744396999999999)
Step 199 Time : 19 : 11. Cost: 0.356185207276729৳ . Ride Car from (90.426862999999997, 23.744396999999999) to (90.426986999999997, 23.744509999999998)
Step 200 Time : 19 : 12. Cost: 0.797361556685980৳ . Ride Car from (90.426986999999997, 23.744509999999998) to (90.427259000000006, 23.744768000000001)
Step 201 Time : 19 : 13. Cost: 0.471492232063086৳ . Ride Car from (90.427259000000006, 23.744768000000001) to (90.427430000000001, 23.744910999999998)
Step 202 Time : 19 : 14. Cost: 0.319392387307600৳ . Ride Car from (90.427430000000001, 23.744910999999998) to (90.427510999999996, 23.745034000000000)
Step 203 Time : 19 : 15. Cost: 0.558366243845671৳ . Ride Car from (90.427510999999996, 23.745034000000000) to (90.427662999999995, 23.745242999999999)
Step 204 Time : 19 : 16. Cost: 0.067727334516180৳ . Ride Car from (90.427662999999995, 23.745242999999999) to (90.427682000000004, 23.745267999999999)
Step 205 Time : 19 : 17. Cost: 0.653366799467580৳ . Ride Car from (90.427682000000004, 23.745267999999999) to (90.427847000000000, 23.745519999999999)
Step 206 Time : 19 : 18. Cost: 0.467481915779514৳ . Ride Car from (90.427847000000000, 23.745519999999999) to (90.427959999999999, 23.745702999999999)
Step 207 Time : 19 : 19. Cost: 0.617874954476530৳ . Ride Car from (90.427959999999999, 23.745702999999999) to (90.428083000000001, 23.745957000000001)
Step 208 Time : 19 : 20. Cost: 0.671781470137153৳ . Ride Car from (90.428083000000001, 23.745957000000001) to (90.428154000000006, 23.746251999999998)
Step 209 Time : 19 : 21. Cost: 2.385050989161243৳ . Ride Car from (90.428154000000006, 23.746251999999998) to (90.429222999999993, 23.745812999999998)
Step 210 Time : 19 : 22. Cost: 1.165065649657473৳ . Ride Car from (90.429222999999993, 23.745812999999998) to (90.429794999999999, 23.745795000000001)
Step 211 Time : 19 : 23. Cost: 0.243064905155756৳ . Ride Car from (90.429794999999999, 23.745795000000001) to (90.429913999999997, 23.745804000000000)
Step 212 Time : 19 : 24. Cost: 0.121412487662726৳ . Ride Car from (90.429913999999997, 23.745804000000000) to (90.429973000000004, 23.745812000000001)
Step 213 Time : 19 : 25. Cost: 0.517009994062616৳ . Ride Car from (90.429973000000004, 23.745812000000001) to (90.430222999999998, 23.745853000000000)
Step 214 Time : 19 : 26. Cost: 0.606310873555511৳ . Ride Car from (90.430222999999998, 23.745853000000000) to (90.430515999999997, 23.745902000000001)
Step 215 Time : 19 : 27. Cost: 0.401706240953576৳ . Ride Car from (90.430515999999997, 23.745902000000001) to (90.430712000000000, 23.745923000000001)
Step 216 Time : 19 : 28. Cost: 1.502349427064122৳ . Ride Car from (90.430712000000000, 23.745923000000001) to (90.431449999999998, 23.745929000000000)
Step 217 Time : 19 : 29. Cost: 1.059307717513499৳ . Ride Car from (90.431449999999998, 23.745929000000000) to (90.431380000000004, 23.745456999999998)
Step 218 Time : 19 : 30. Cost: 0.675517278459356৳ . Ride Car from (90.431380000000004, 23.745456999999998) to (90.431709999999995, 23.745425000000001)
Step 219 Time : 19 : 31. Cost: 0.767590920098082৳ . Ride Car from (90.431709999999995, 23.745425000000001) to (90.432086999999996, 23.745418000000001)
Step 220 Time : 19 : 32. Cost: 0.734947070734587৳ . Ride Car from (90.432086999999996, 23.745418000000001) to (90.432447999999994, 23.745422999999999)
Step 221 Time : 19 : 33. Cost: 0.177113893530602৳ . Ride Car from (90.432447999999994, 23.745422999999999) to (90.432535000000001, 23.745424000000000)
Step 222 Time : 19 : 34. Cost: 0.562959860270987৳ . Ride Car from (90.432535000000001, 23.745424000000000) to (90.432811000000001, 23.745439999999999)
Step 223 Time : 19 : 35. Cost: 1.878218586295058৳ . Ride Car from (90.432811000000001, 23.745439999999999) to (90.433717999999999, 23.745595000000002)
Step 224 Time : 19 : 36. Cost: 0.412950114871267৳ . Ride Car from (90.433717999999999, 23.745595000000002) to (90.433869000000001, 23.745719000000001)
Step 225 Time : 19 : 37. Cost: 0.078788887081863৳ . Ride Car from (90.433869000000001, 23.745719000000001) to (90.433863000000002, 23.745684000000001)
Step 226 Time : 19 : 38. Cost: 1.030846993175168৳ . Ride Car from (90.433863000000002, 23.745684000000001) to (90.434213000000000, 23.746019000000000)
Step 227 Time : 19 : 39. Cost: 1.962980230234202৳ . Ride Car from (90.434213000000000, 23.746019000000000) to (90.434798999999998, 23.745318000000001)
Step 228 Time : 19 : 40. Cost: 1.678400843503879৳ . Ride Car from (90.434798999999998, 23.745318000000001) to (90.434961000000001, 23.744578000000001)
Step 229 Time : 19 : 41. Cost: 1.443746856308609৳ . Ride Car from (90.434961000000001, 23.744578000000001) to (90.435220999999999, 23.743974000000001)
Step 230 Time : 19 : 42. Cost: 0.294725936617137৳ . Ride Car from (90.435220999999999, 23.743974000000001) to (90.435288999999997, 23.743856999999998)
Step 231 Time : 19 : 43. Cost: 0.609175087524128৳ . Ride Car from (90.435288999999997, 23.743856999999998) to (90.435424999999995, 23.743613000000000)
Step 232 Time : 19 : 44. Cost: 1.004208352450512৳ . Ride Car from (90.435424999999995, 23.743613000000000) to (90.435826000000006, 23.743876000000000)
Step 233 Time : 19 : 45. Cost: 0.828006537582329৳ . Ride Car from (90.435826000000006, 23.743876000000000) to (90.436144999999996, 23.744107000000000)
Step 234 Time : 19 : 46. Cost: 0.574976043391928৳ . Ride Car from (90.436144999999996, 23.744107000000000) to (90.436425000000000, 23.744073000000000)
Step 235 Time : 19 : 47. Cost: 0.348958673330500৳ . Ride Car from (90.436425000000000, 23.744073000000000) to (90.436582000000001, 23.744009999999999)
Step 236 Time : 19 : 48. Cost: 0.565627526292387৳ . Ride Car from (90.436582000000001, 23.744009999999999) to (90.436858999999998, 23.743990000000000)
Step 237 Time : 19 : 49. Cost: 0.350008948918585৳ . Ride Car from (90.436858999999998, 23.743990000000000) to (90.437003000000004, 23.743904000000001)
Step 238 Time : 19 : 50. Cost: 0.074398080125125৳ . Ride Car from (90.437003000000004, 23.743904000000001) to (90.437009000000003, 23.743870999999999)
Step 239 Time : 19 : 51. Cost: 1.237690743676610৳ . Ride Car from (90.437009000000003, 23.743870999999999) to (90.437616000000006, 23.743839000000001)
Step 240 Time : 19 : 52. Cost: 0.207326002092559৳ . Ride Car from (90.437616000000006, 23.743839000000001) to (90.437717000000006, 23.743827000000000)
Step 241 Time : 19 : 53. Cost: 0.594494988364913৳ . Ride Car from (90.437717000000006, 23.743827000000000) to (90.438000000000002, 23.743760999999999)
Step 242 Time : 19 : 54. Cost: 0.202580688978528৳ . Ride Car from (90.438000000000002, 23.743760999999999) to (90.438096000000002, 23.743736999999999)
Step 243 Time : 19 : 55. Cost: 0.645091399332300৳ . Ride Car from (90.438096000000002, 23.743736999999999) to (90.438050000000004, 23.743449999999999)
Step 244 Time : 19 : 56. Cost: 1.441691942079623৳ . Ride Car from (90.438050000000004, 23.743449999999999) to (90.438756999999995, 23.743487999999999)
Step 245 Time : 19 : 57. Cost: 0.237032024496820৳ . Ride Car from (90.438756999999995, 23.743487999999999) to (90.438737000000003, 23.743593000000001)
Step 246 Time : 19 : 58. Cost: 1.051148701029277৳ . Ride Car from (90.438737000000003, 23.743593000000001) to (90.439246999999995, 23.743666999999999)
Step 247 Time : 19 : 59. Cost: 0.104672572825807৳ . Ride Car from (90.439246999999995, 23.743666999999999) to (90.439297999999994, 23.743673000000001)
Step 248 Time : 20 : 0. Cost: 2.048549638864026৳ . Ride Car from (90.439297999999994, 23.743673000000001) to (90.440297000000001, 23.743784000000002)
Step 249 Time : 20 : 1. Cost: 0.402443400304146৳ . Ride Car from (90.440297000000001, 23.743784000000002) to (90.440354999999997, 23.743611000000001)
Step 250 Time : 20 : 2. Cost: 0.499953918890844৳ . Ride Car from (90.440354999999997, 23.743611000000001) to (90.440580999999995, 23.743698999999999)
Step 251 Time : 20 : 3. Cost: 0.439686043079235৳ . Ride Car from (90.440580999999995, 23.743698999999999) to (90.440779000000006, 23.743777999999999)
Step 252 Time : 20 : 4. Cost: 1.020052067724123৳ . Ride Car from (90.440779000000006, 23.743777999999999) to (90.441231000000002, 23.743976000000000)
Step 253 Time : 20 : 5. Cost: 0.561503591067178৳ . Ride Car from (90.441231000000002, 23.743976000000000) to (90.441475999999994, 23.744091999999998)
Step 254 Time : 20 : 6. Cost: 0.271371102764639৳ . Ride Car from (90.441475999999994, 23.744091999999998) to (90.441595000000007, 23.744147000000002)
Step 255 Time : 20 : 7. Cost: 0.607328526025710৳ . Ride Car from (90.441595000000007, 23.744147000000002) to (90.441862999999998, 23.744267000000001)
Step 256 Time : 20 : 8. Cost: 0.732870477158179৳ . Ride Car from (90.441862999999998, 23.744267000000001) to (90.442183000000000, 23.744418000000000)
Step 257 Time : 20 : 9. Cost: 0.940116575962658৳ . Ride Car from (90.442183000000000, 23.744418000000000) to (90.442594999999997, 23.744609000000001)
Step 258 Time : 20 : 10. Cost: 0.605195326927701৳ . Ride Car from (90.442594999999997, 23.744609000000001) to (90.442874000000003, 23.744703000000001)
Step 259 Time : 20 : 11. Cost: 0.110627668699490৳ . Ride Car from (90.442874000000003, 23.744703000000001) to (90.442926999999997, 23.744713999999998)
Step 260 Time : 20 : 12. Cost: 2.009151947738625৳ . Ride Car from (90.442926999999997, 23.744713999999998) to (90.443888999999999, 23.744916000000000)
Step 261 Time : 20 : 13. Cost: 0.928800952574527৳ . Ride Car from (90.443888999999999, 23.744916000000000) to (90.444338999999999, 23.744985000000000)
Step 262 Time : 20 : 14. Cost: 4.154378530364839৳ . Ride Car from (90.444338999999999, 23.744985000000000) to (90.445334000000003, 23.746616000000000)
Step 263 Time : 20 : 15. Cost: 1.549820820616458৳ . Ride Car from (90.445334000000003, 23.746616000000000) to (90.445672999999999, 23.747240000000001)
Step 264 Time : 20 : 16. Cost: 0.506602742011002৳ . Ride Car from (90.445672999999999, 23.747240000000001) to (90.445772000000005, 23.747449000000000)
Step 265 Time : 20 : 17. Cost: 0.435038230926761৳ . Ride Car from (90.445772000000005, 23.747449000000000) to (90.445863000000003, 23.747626000000000)
Step 266 Time : 20 : 18. Cost: 0৳ .  Walk from  (90.445863000000003, 23.747626000000000) to Destination  (90.450000000000003, 23.750000000000000)
